pl_name,pl_letter,hostname,gaia_id,disc_locale,ra,dec,pl_orbper,st_spectype,pl_rade,pl_masse,st_lum,sy_dist,sky_coord.ra,sky_coord.dec
HD 7924 c,Unknown,Unknown,Unknown,Ground,20.4956562,76.7101475,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,20.4956562,76.7101475
HD 7924 d,Unknown,Unknown,Unknown,Ground,20.4956562,76.7101475,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,20.4956562,76.7101475
HD 79498 b,Unknown,Unknown,Unknown,Ground,138.7885794,23.3748792,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,138.7885794,23.3748792
HD 80606 b,Unknown,Unknown,Unknown,Ground,140.6569501,50.6037764,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,140.6569501,50.6037764
HD 80653 b,Unknown,Unknown,Unknown,Ground,140.3390845,14.3678691,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,140.3390845,14.3678691
HD 80869 b,Unknown,Unknown,Unknown,Ground,140.7912931,33.9048294,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,140.7912931,33.9048294
HD 80883 b,Unknown,Unknown,Unknown,Ground,139.9331831,-59.4780815,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,139.9331831,-59.4780815
HD 80913 b,Unknown,Unknown,Unknown,Ground,138.1021548,-81.768451,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,138.1021548,-81.768451
HD 81040 b,Unknown,Unknown,Unknown,Ground,140.9455027,20.3646078,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,140.9455027,20.3646078
HD 81688 b,Unknown,Unknown,Unknown,Ground,142.1665753,45.60092410000001,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,142.1665753,45.60092410000001
HD 81817 b,Unknown,Unknown,Unknown,Ground,144.2715659,81.3263096,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,144.2715659,81.3263096
HD 81817 c,Unknown,Unknown,Unknown,Ground,144.2715659,81.3263096,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,144.2715659,81.3263096
HD 82886 b,Unknown,Unknown,Unknown,Ground,143.9383526,34.7805902,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,143.9383526,34.7805902
HD 82943 b,Unknown,Unknown,Unknown,Ground,143.7114034,-12.1302976,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,143.7114034,-12.1302976
HD 82943 c,Unknown,Unknown,Unknown,Ground,143.7114034,-12.1302976,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,143.7114034,-12.1302976
HD 8326 b,Unknown,Unknown,Unknown,Ground,20.5314418,-26.8940678,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,20.5314418,-26.8940678
HD 83443 b,Unknown,Unknown,Unknown,Ground,144.2994103,-43.272721,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,144.2994103,-43.272721
HD 83443 c,Unknown,Unknown,Unknown,Ground,144.2994103,-43.272721,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,144.2994103,-43.272721
HD 8535 b,Unknown,Unknown,Unknown,Ground,20.9054804,-41.2701007,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,20.9054804,-41.2701007
HD 85390 b,Unknown,Unknown,Unknown,Ground,147.5105663,-49.7905254,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,147.5105663,-49.7905254
HD 8574 b,Unknown,Unknown,Unknown,Ground,21.3033807,28.5660169,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,21.3033807,28.5660169
HD 86065 b,Unknown,Unknown,Unknown,Ground,148.9256674,-18.1069385,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,148.9256674,-18.1069385
HD 86081 b,Unknown,Unknown,Unknown,Ground,149.0243714,-3.8083543,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,149.0243714,-3.8083543
HD 86226 b,Unknown,Unknown,Unknown,Ground,149.1235154,-24.0991859,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,149.1235154,-24.0991859
HD 86226 c,Unknown,Unknown,Unknown,Ground,149.1235154,-24.0991859,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,149.1235154,-24.0991859
HD 86264 b,Unknown,Unknown,Unknown,Ground,149.2409308,-15.8953993,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,149.2409308,-15.8953993
HD 8673 b,Unknown,Unknown,Unknown,Ground,21.5378455,34.5793389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,21.5378455,34.5793389
HD 86950 b,Unknown,Unknown,Unknown,Ground,150.4066612,-17.3330699,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,150.4066612,-17.3330699
HD 87646 b,Unknown,Unknown,Unknown,Ground,151.6695435,17.8949795,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,151.6695435,17.8949795
HD 87883 b,Unknown,Unknown,Unknown,Ground,152.1794175,34.2419984,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,152.1794175,34.2419984
HD 88072 b,Unknown,Unknown,Unknown,Ground,152.3467466,2.371054,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,152.3467466,2.371054
HD 88133 b,Unknown,Unknown,Unknown,Ground,152.5319349,18.1857284,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,152.5319349,18.1857284
HD 88986 b,Unknown,Unknown,Unknown,Ground,154.1166869,28.6820708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,154.1166869,28.6820708
HD 89307 b,Unknown,Unknown,Unknown,Ground,154.5874958,12.6209392,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,154.5874958,12.6209392
HD 89345 b,Unknown,Unknown,Unknown,Ground,154.6710977,10.1288464,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,154.6710977,10.1288464
HD 89744 b,Unknown,Unknown,Unknown,Ground,155.5433193,41.2289354,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,155.5433193,41.2289354
HD 89839 b,Unknown,Unknown,Unknown,Ground,155.168879,-53.6640291,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,155.168879,-53.6640291
HD 90156 b,Unknown,Unknown,Unknown,Ground,155.9801144,-29.645103,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,155.9801144,-29.645103
HD 9174 b,Unknown,Unknown,Unknown,Ground,22.5043352,-19.6052945,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,22.5043352,-19.6052945
HD 92788 b,Unknown,Unknown,Unknown,Ground,160.7021351,-2.1847173,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,160.7021351,-2.1847173
HD 92788 c,Unknown,Unknown,Unknown,Ground,160.7021351,-2.1847173,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,160.7021351,-2.1847173
HD 93083 b,Unknown,Unknown,Unknown,Ground,161.0866672,-33.5776794,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.0866672,-33.5776794
HD 93351 b,Unknown,Unknown,Unknown,Ground,161.6779279,-1.6885763,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.6779279,-1.6885763
HD 93351 c,Unknown,Unknown,Unknown,Ground,161.6779279,-1.6885763,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.6779279,-1.6885763
HD 93385 b,Unknown,Unknown,Unknown,Ground,161.5627065,-41.464604,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.5627065,-41.464604
HD 93385 c,Unknown,Unknown,Unknown,Ground,161.5627065,-41.464604,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.5627065,-41.464604
HD 93385 d,Unknown,Unknown,Unknown,Ground,161.5627065,-41.464604,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,161.5627065,-41.464604
HD 93963 A b,Unknown,Unknown,Unknown,Ground,162.7766969,25.641065,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,162.7766969,25.641065
HD 93963 A c,Unknown,Unknown,Unknown,Ground,162.7766969,25.641065,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,162.7766969,25.641065
HD 9446 b,Unknown,Unknown,Unknown,Ground,23.3350424,29.2649187,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,23.3350424,29.2649187
HD 9446 c,Unknown,Unknown,Unknown,Ground,23.3350424,29.2649187,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,23.3350424,29.2649187
HD 94771 b,Unknown,Unknown,Unknown,Ground,163.9746776,-35.1145225,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,163.9746776,-35.1145225
HD 94834 b,Unknown,Unknown,Unknown,Ground,164.3126363,24.1429374,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.3126363,24.1429374
HD 95086 b,Unknown,Unknown,Unknown,Ground,164.2621032,-68.6672917,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.2621032,-68.6672917
HD 95089 b,Unknown,Unknown,Unknown,Ground,164.698748,1.7290087,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.698748,1.7290087
HD 95089 c,Unknown,Unknown,Unknown,Ground,164.698748,1.7290087,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.698748,1.7290087
HD 95127 b,Unknown,Unknown,Unknown,Ground,164.8961152,43.8144094,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.8961152,43.8144094
HD 95338 b,Unknown,Unknown,Unknown,Ground,164.8563364,-56.6235564,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,164.8563364,-56.6235564
HD 95544 b,Unknown,Unknown,Unknown,Ground,166.3231784,81.0389868,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.3231784,81.0389868
HD 95735 c,Unknown,Unknown,Unknown,Ground,165.834471,35.972317,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,165.834471,35.972317
HD 95872 b,Unknown,Unknown,Unknown,Ground,165.8658796,-22.0943303,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,165.8658796,-22.0943303
HD 96063 b,Unknown,Unknown,Unknown,Ground,166.1853484,-2.5132966,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.1853484,-2.5132966
HD 96127 b,Unknown,Unknown,Unknown,Ground,166.441502,44.30155,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.441502,44.30155
HD 96167 b,Unknown,Unknown,Unknown,Ground,166.3125657,-10.291345,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.3125657,-10.291345
HD 96700 b,Unknown,Unknown,Unknown,Ground,166.9742616,-30.1751383,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.9742616,-30.1751383
HD 96700 c,Unknown,Unknown,Unknown,Ground,166.9742616,-30.1751383,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.9742616,-30.1751383
HD 96700 d,Unknown,Unknown,Unknown,Ground,166.9742616,-30.1751383,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.9742616,-30.1751383
HD 96992 b,Unknown,Unknown,Unknown,Ground,167.5966158,43.9189897,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,167.5966158,43.9189897
HD 97037 b,Unknown,Unknown,Unknown,Ground,167.5545621,-7.3901483,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,167.5545621,-7.3901483
HD 97048 b,Unknown,Unknown,Unknown,Ground,167.0133422,-77.654853,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,167.0133422,-77.654853
HD 97658 b,Unknown,Unknown,Unknown,Ground,168.6376584,25.7105962,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,168.6376584,25.7105962
HD 98219 b,Unknown,Unknown,Unknown,Ground,169.4475218,-23.975488,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,169.4475218,-23.975488
HD 98649 b,Unknown,Unknown,Unknown,Ground,170.2147665,-23.2181063,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,170.2147665,-23.2181063
HD 98736 b,Unknown,Unknown,Unknown,Ground,170.4549045,18.1896082,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,170.4549045,18.1896082
HD 99109 b,Unknown,Unknown,Unknown,Ground,171.0715576,-1.529761,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,171.0715576,-1.529761
HD 99283 b,Unknown,Unknown,Unknown,Ground,171.4874082,55.8506653,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,171.4874082,55.8506653
HD 99492 b,Unknown,Unknown,Unknown,Ground,171.689687,3.0071331,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,171.689687,3.0071331
HD 99492 c,Unknown,Unknown,Unknown,Ground,171.689687,3.0071331,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,171.689687,3.0071331
HD 99706 b,Unknown,Unknown,Unknown,Ground,172.1261621,43.9662025,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,172.1261621,43.9662025
HD 99706 c,Unknown,Unknown,Unknown,Ground,172.1261621,43.9662025,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,172.1261621,43.9662025
HIP 105854 b,Unknown,Unknown,Unknown,Ground,321.5962275,-37.8294782,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,321.5962275,-37.8294782
HIP 107772 b,Unknown,Unknown,Unknown,Ground,327.4977057,-41.2440371,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,327.4977057,-41.2440371
HIP 107773 b,Unknown,Unknown,Unknown,Ground,327.5005089,-64.7126993,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,327.5005089,-64.7126993
HIP 109384 b,Unknown,Unknown,Unknown,Ground,332.408972,71.313956,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,332.408972,71.313956
HIP 109600 b,Unknown,Unknown,Unknown,Ground,333.027079,29.0662082,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,333.027079,29.0662082
HIP 113103 b,Unknown,Unknown,Unknown,Ground,343.5723794,-43.0102291,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,343.5723794,-43.0102291
HIP 113103 c,Unknown,Unknown,Unknown,Ground,343.5723794,-43.0102291,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,343.5723794,-43.0102291
HIP 114933 b,Unknown,Unknown,Unknown,Ground,349.2071949,-21.2033101,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,349.2071949,-21.2033101
HIP 116454 b,Unknown,Unknown,Unknown,Ground,353.9543517,0.4447043,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,353.9543517,0.4447043
HIP 12961 b,Unknown,Unknown,Unknown,Ground,41.6800749,-23.0860048,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,41.6800749,-23.0860048
HIP 14810 b,Unknown,Unknown,Unknown,Ground,47.809275,21.0971302,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,47.809275,21.0971302
HIP 14810 c,Unknown,Unknown,Unknown,Ground,47.80927499999999,21.0971302,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,47.80927499999999,21.0971302
HIP 14810 d,Unknown,Unknown,Unknown,Ground,47.809275,21.0971302,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,47.809275,21.0971302
HIP 19976 b,Unknown,Unknown,Unknown,Ground,64.2597881,-40.7985198,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,64.2597881,-40.7985198
HIP 21152 b,Unknown,Unknown,Unknown,Ground,68.0205209,5.4100745,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,68.0205209,5.4100745
HIP 29442 c,Unknown,Unknown,Unknown,Ground,93.0578446,-14.6493167,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,93.0578446,-14.6493167
HIP 29442 d,Unknown,Unknown,Unknown,Ground,93.0578446,-14.6493167,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,93.0578446,-14.6493167
HIP 34222 b,Unknown,Unknown,Unknown,Ground,106.4257786,27.4704132,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,106.4257786,27.4704132
HIP 35173 b,Unknown,Unknown,Unknown,Ground,109.0449329,-3.6661273,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,109.0449329,-3.6661273
HIP 35965 b,Unknown,Unknown,Unknown,Ground,111.2025182,-51.3257507,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,111.2025182,-51.3257507
HIP 38594 b,Unknown,Unknown,Unknown,Ground,118.5439118,-25.3023073,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,118.5439118,-25.3023073
HIP 38594 c,Unknown,Unknown,Unknown,Ground,118.5439118,-25.3023073,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,118.5439118,-25.3023073
HIP 39017 b,Unknown,Unknown,Unknown,Ground,119.7665756,-4.3326006,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,119.7665756,-4.3326006
HIP 41378 b,Unknown,Unknown,Unknown,Ground,126.6158279,10.0803708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,126.6158279,10.0803708
HIP 41378 c,Unknown,Unknown,Unknown,Ground,126.6158279,10.0803708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,126.6158279,10.0803708
HIP 41378 d,Unknown,Unknown,Unknown,Ground,126.6158279,10.0803708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,126.6158279,10.0803708
HIP 41378 e,Unknown,Unknown,Unknown,Ground,126.6158279,10.0803708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,126.6158279,10.0803708
HIP 41378 f,Unknown,Unknown,Unknown,Ground,126.6158279,10.0803708,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,126.6158279,10.0803708
HIP 4845 b,Unknown,Unknown,Unknown,Ground,15.5881733,-10.4246208,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,15.5881733,-10.4246208
HIP 48714 b,Unknown,Unknown,Unknown,Ground,149.0332672,62.7859505,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,149.0332672,62.7859505
HIP 5158 b,Unknown,Unknown,Unknown,Ground,16.5094891,-22.4536134,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,16.5094891,-22.4536134
HIP 5158 c,Unknown,Unknown,Unknown,Ground,16.5094891,-22.4536134,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,16.5094891,-22.4536134
HIP 54373 b,Unknown,Unknown,Unknown,Ground,166.8643532,-19.2916857,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.8643532,-19.2916857
HIP 54373 c,Unknown,Unknown,Unknown,Ground,166.8643532,-19.2916857,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,166.8643532,-19.2916857
HIP 54597 b,Unknown,Unknown,Unknown,Ground,167.6082179,-29.4143018,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,167.6082179,-29.4143018
HIP 55507 b,Unknown,Unknown,Unknown,Ground,170.5227246,46.907803,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,170.5227246,46.907803
HIP 56640 b,Unknown,Unknown,Unknown,Ground,174.2008941,-37.0391349,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,174.2008941,-37.0391349
HIP 57274 b,Unknown,Unknown,Unknown,Ground,176.1705487,30.9576484,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,176.1705487,30.9576484
HIP 57274 c,Unknown,Unknown,Unknown,Ground,176.1705487,30.9576484,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,176.1705487,30.9576484
HIP 57274 d,Unknown,Unknown,Unknown,Ground,176.1705487,30.9576484,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,176.1705487,30.9576484
HIP 5763 b,Unknown,Unknown,Unknown,Ground,18.495343,16.4942738,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,18.495343,16.4942738
HIP 63242 b,Unknown,Unknown,Unknown,Ground,194.3824825,-65.6463263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,194.3824825,-65.6463263
HIP 65 A b,Unknown,Unknown,Unknown,Ground,0.1856063,-54.8308228,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,0.1856063,-54.8308228
HIP 65407 b,Unknown,Unknown,Unknown,Ground,201.087663,48.8847322,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,201.087663,48.8847322
HIP 65407 c,Unknown,Unknown,Unknown,Ground,201.087663,48.8847322,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,201.087663,48.8847322
HIP 65426 b,Unknown,Unknown,Unknown,Ground,201.1501727,-51.5045384,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,201.1501727,-51.5045384
HIP 65891 b,Unknown,Unknown,Unknown,Ground,202.6050857,-58.6643937,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,202.6050857,-58.6643937
HIP 66074 b,Unknown,Unknown,Unknown,Ground,203.1635632,75.0071038,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,203.1635632,75.0071038
HIP 67522 b,Unknown,Unknown,Unknown,Ground,207.526001,-40.8358961,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,207.526001,-40.8358961
HIP 67537 b,Unknown,Unknown,Unknown,Ground,207.5808445,-39.9008996,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,207.5808445,-39.9008996
HIP 67851 b,Unknown,Unknown,Unknown,Ground,208.465364,-35.3146536,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,208.465364,-35.3146536
HIP 67851 c,Unknown,Unknown,Unknown,Ground,208.465364,-35.3146536,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,208.465364,-35.3146536
HIP 70849 b,Unknown,Unknown,Unknown,Ground,217.3270762,-46.464684,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,217.3270762,-46.464684
HIP 71135 b,Unknown,Unknown,Unknown,Ground,218.2158073,-52.6464757,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,218.2158073,-52.6464757
HIP 74890 b,Unknown,Unknown,Unknown,Ground,229.5714974,-41.4210961,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,229.5714974,-41.4210961
HIP 75092 b,Unknown,Unknown,Unknown,Ground,230.1724206,-25.9910525,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,230.1724206,-25.9910525
HIP 77900 b,Unknown,Unknown,Unknown,Ground,238.6253901,-27.3387434,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,238.6253901,-27.3387434
